ItemId,quality,store,price
419772,2,6,8900
419772,3,10,9000
419772,3,27,9000
419772,2,16,8500
419772,2,9,8500
419772,2,27,8500
419772,2,36,8600
419772,2,6,8600
419772,3,13,8700
419772,2,1,8700
419772,3,34,8900
42025,2,1,4500
42025,2,16,5100
42025,2,15,5100
42025,3,4,5300
42025,2,1,4600
42025,2,25,5000
42025,2,5,5000
42025,2,45,5100
42025,2,10,5100
42025,2,26,5100
42025,2,45,5100
42025,2,25,5100
4266601,3,8,7500
4266601,3,12,8000
4266601,3,17,8100
4266601,3,9,8400
4266601,3,32,8400
4266601,3,2,8400
4266601,2,1,8800
4266601,3,49,7500
4266601,3,47,7500
4266601,3,35,7500
4266601,2,23,7500
4266601,2,20,7700
4266601,2,43,7700
4266601,2,26,7900
4266601,2,32,7900
426790,2,36,6200
426790,2,26,6200
426790,2,51,6200
42770523,2,35,9400
42770523,3,17,9900
42770523,3,55,9900
42770523,4,18,10300
42770523,4,27,10400
42770523,4,7,10400
42770523,4,3,10400
42770523,2,22,9400
42770523,2,19,9400
42770523,2,4,9400
42770523,3,2,9700
42770523,3,43,9700
42770523,3,47,9900
42770523,3,15,9900
42770523,3,41,9900
432622,2,10,3800
432622,3,39,4300
432622,3,20,4300
432622,3,44,4300
432622,3,18,4300
432622,4,44,4400
432622,4,17,4400
432622,3,9,4000
432622,3,15,4100
432622,2,34,4100
432622,2,56,4100
432622,2,16,4100
432622,3,5,4200
432622,2,19,4200
432622,2,11,4200
433212,2,42,6300
434075,1,13,1500
434075,2,7,4400
434075,2,4,4500
434075,2,5,4500
434075,2,46,4500
438247,2,8,4200
438247,2,22,4700
438247,2,9,4700
438247,3,12,4900
438247,3,32,4900
438247,3,22,4900
438247,3,48,4900
438247,2,43,4600
438247,2,35,4600
438247,2,20,4600
438247,2,35,4600
438247,2,12,4600
438247,2,6,4600
438247,2,52,4600
438247,2,2,4700
441844,2,1,6700
441844,3,20,8300
441844,2,7,8400
447277,3,3,15800
447277,3,8,22600
447277,3,34,22600
447277,3,54,22600
447277,3,53,22600
447277,3,2,18400
447277,3,56,19300
447277,2,4,19500
447277,2,32,19600
447277,3,54,21200
447277,2,51,21800
447277,2,35,21800
447277,2,28,21800
44819727,2,2,6200
44819727,2,49,7000
44819727,4,25,7200
44819727,3,4,7300
44819727,2,11,7900
44819727,2,11,8800
44819727,3,33,9200
44819727,2,2,6200
44819727,2,2,6200
44819727,3,15,6500
44819727,3,35,6500
44819727,3,21,6900
44819727,2,6,6900
44819727,2,3,6900
44819727,2,53,7000
448649,2,47,5400
448649,2,19,5400
448649,2,11,5500
448649,3,2,6300
448649,3,25,6400
448817,2,1,9300
448817,2,7,9700
448817,3,18,9800
448817,3,30,9800
448817,3,4,9800
448817,3,29,9800
448817,3,54,10800
448817,2,16,9300
448817,2,10,9400
448817,2,26,9400
448817,2,6,9400
448817,2,21,9400
448817,2,39,9400
448817,2,4,9600
448817,2,42,9700
448875,2,1,3800
448875,4,33,4800
448875,3,12,4800
448875,2,9,4800
448875,2,10,4800
448875,3,25,4900
448875,3,17,5100
448875,3,14,4300
448875,2,47,4300
448875,2,33,4300
448875,2,10,4300
448875,2,23,4300
448875,2,41,4300
448875,3,10,4400
448875,2,49,4500
4511839,1,2,2700
4511839,1,18,2700
4511839,1,24,2700
4511839,1,51,2700
4511839,1,9,2700
4511839,2,55,11700
451784,2,24,5400
451784,2,16,6500
451784,2,1,6500
451784,2,13,6500
451784,2,21,6500
451784,3,18,6800
451784,2,27,8100
451784,3,23,5700
451784,3,12,5700
451784,2,1,6000
451784,2,16,6100
451784,2,2,6100
451784,2,2,6100
451784,2,12,6100
451784,2,14,6500
458277,2,52,2300
458277,2,27,2300
458277,2,1,2600
458277,3,10,2700
458277,2,39,2700
458277,2,35,2700
458277,3,16,2800
458277,4,22,2900
467790,1,2,1500
467790,2,11,5400
467790,2,13,6000
474398,3,1,4800
474398,2,39,5400
474398,3,44,6000
474398,3,24,6000
47455104,2,15,6300
47455104,3,46,8800
47455104,3,6,8800
47455104,2,22,9600
47455104,2,30,9600
47455104,2,9,9600
47455104,2,13,10000
47455104,2,2,8500
47455104,2,2,8500
47455104,2,12,8500
47455104,2,43,8500
47455104,3,48,8800
47455104,3,2,8800
47455104,3,41,8800
47455104,3,31,8800
4763000,2,45,5800
4763000,3,18,6000
4763000,3,52,6000
4763000,3,1,6000
4763000,3,39,6000
4763000,4,9,6300
4763000,4,14,6300
4763000,2,18,5800
4763000,2,11,5800
4763000,2,17,5800
4763000,2,27,5800
4763000,2,35,5800
4763000,2,34,5800
4763000,2,18,5800
4763000,3,16,5900
4785218,2,32,6200
4785218,2,30,6400
4785218,2,53,6400
4785218,3,3,6600
4785218,2,32,6600
4785218,3,30,6700
4785218,2,5,7100
4785218,2,2,6300
4785218,2,33,6300
4785218,2,5,6300
4785218,2,17,6300
4785218,2,31,6300
4785218,2,2,6400
4785218,2,3,6400
4785218,2,25,6400
482703,2,5,7400
482703,2,19,7400
482703,2,1,7400
482703,2,32,7400
482703,3,36,7700
482703,4,32,8000
482703,4,12,8000
482703,2,6,7400
482703,2,25,7400
482703,2,2,7400
482703,2,6,7400
482703,2,41,7400
482703,2,19,7400
482703,2,11,7400
482703,2,34,7400
484133,2,34,4800
484133,2,3,5000
484133,2,52,5100
484133,2,8,5100
484133,2,2,5100
484133,2,38,5100
484133,2,11,5800
484133,2,1,4800
484133,2,8,4800
484133,2,43,4800
484133,2,34,4800
484133,2,18,4800
484133,2,13,4800
484133,2,45,4800
484133,2,2,4800
488629,2,4,8800
488629,3,46,9200
488629,3,16,9200
488629,2,3,8800
488629,2,21,8900
488629,2,1,8900
488629,2,27,8900
488629,2,6,8900
488629,2,1,8900
488629,2,35,8900
488629,3,6,9100
48988418,2,51,9700
48988418,3,26,10100
48988418,3,26,10100
48988418,4,14,10500
48988418,4,19,10500
48988418,4,50,10500
48988418,4,5,10500
48988418,2,45,9900
48988418,2,3,9900
48988418,3,23,10100
48988418,3,50,10100
48988418,3,23,10100
48988418,3,6,10100
48988418,3,19,10100
48988418,3,23,10100
492611,2,15,4100
492611,2,54,4600
492611,3,45,4700
492611,3,49,4900
492611,3,14,5300
492611,3,17,5400
492611,4,13,5600
49741,2,41,3600
49741,2,17,3800
49741,2,11,3800
49741,2,4,3800
49741,2,17,3800
49741,3,18,4000
49741,2,48,4200
49741,2,8,3600
49741,2,18,3600
49741,2,27,3600
49741,2,9,3600
49741,2,3,3700
49741,2,5,3800
49741,2,14,3800
49741,2,43,3800
500398,2,13,4800
500398,2,47,6400
500398,2,19,6500
500398,2,11,6500
500398,2,1,6500
500398,2,1,7100
500398,2,41,8000
500398,2,35,5400
500398,2,9,5400
500398,2,18,5400
500398,2,9,5800
500398,2,23,5900
500398,2,1,5900
500398,2,10,5900
500398,2,24,6400
502019,3,14,4800
502019,2,19,5000
505105,1,2,1000
505105,2,3,4700
505105,3,7,4900
505105,3,38,4900
505105,3,6,4900
505105,3,21,4900
505105,3,47,4900
505105,3,17,4500
505105,2,11,4700
505105,2,50,4700
505105,2,23,4700
505105,2,8,4700
505105,2,9,4700
505105,2,3,4700
505105,2,22,4700
50628785,2,15,8800
50628785,3,35,9200
50628785,3,22,9200
50628785,3,34,9200
50628785,4,8,9600
50628785,4,50,9600
50628785,4,1,9600
50628785,2,50,8800
50628785,2,17,8800
50628785,2,1,8800
50628785,3,40,9100
50628785,3,20,9100
50628785,3,16,9100
50628785,3,27,9100
50628785,3,15,9200
51560967,3,41,3300
51560967,4,14,4100
51560967,4,43,4200
51560967,3,22,3500
51560967,3,7,3600
51560967,3,4,3600
51560967,4,29,3900
51560967,4,19,3900
51560967,2,55,3900
51560967,2,52,3900
51560967,2,6,3900
516085,3,21,3700
516085,2,51,3800
516085,2,26,4200
516085,2,25,4700
516085,3,7,4800
516085,3,35,5400
516085,3,29,5400
518085,2,44,5000
518085,3,29,6500
518085,3,19,6500
518085,4,16,6600
518085,4,7,6700
518085,3,38,5800
518085,3,24,5900
518085,3,42,5900
518085,2,15,6100
518085,2,41,6100
518085,2,40,6200
518085,2,47,6200
518085,3,56,6500
519122,2,52,6300
519122,2,3,7200
519122,4,39,7400
519122,3,9,7400
519122,3,45,7500
519122,3,47,7500
519122,4,38,7800
519122,2,1,6400
519122,2,5,6500
519122,4,6,7100
519122,2,37,7100
519122,2,16,7100
519122,2,45,7200
519122,2,31,7200
519122,2,8,7200
521224,3,9,4100
521224,3,22,4300
521224,3,7,4400
521224,3,32,4400
521224,3,6,4400
521224,3,12,4500
521224,3,18,4500
521224,2,1,4100
521224,2,10,4100
521224,2,12,4100
521224,3,4,4300
521224,3,6,4300
521224,3,5,4300
521224,3,6,4300
521224,3,24,4300
521556,2,15,5400
521556,3,6,6500
521556,2,46,6700
521556,2,29,6700
521556,2,3,6700
521556,3,26,7000
521556,3,8,7000
521556,2,44,6100
521556,2,29,6100
521556,2,8,6100
521556,2,54,6100
521556,2,18,6100
521556,2,26,6100
521556,2,35,6100
521556,3,40,6500
524945,1,6,300
524945,2,48,2200
524945,1,13,300
524945,2,7,1800
524945,3,3,1900
524945,3,1,1900
524945,3,22,1900
524945,3,36,2100
524945,3,4,2100
524945,2,50,2100
525023,2,6,5200
525023,3,47,7600
525023,2,12,7700
525023,3,17,8000
525023,3,13,8000
525023,3,35,8000
525023,2,18,9100
525023,2,7,5200
525023,2,19,5200
525023,2,13,7000
525023,2,12,7200
525023,2,8,7200
525023,2,7,7200
525023,2,3,7200
525023,2,3,7400
525219,2,10,4400
525219,2,45,5300
525219,2,14,5300
525219,2,23,5300
527660,1,3,1500
527660,2,18,4300
527660,2,14,4700
527660,2,41,4700
527660,3,10,5100
527668,2,23,4200
527668,3,34,4800
527668,3,26,4800
527668,3,11,4800
527668,3,50,4800
527668,3,10,4900
527668,3,21,5600
527668,2,36,4400
527668,2,23,4400
527668,2,32,4600
527668,2,47,4600
527668,2,14,4600
527668,2,50,4600
527668,2,39,4600
527668,2,20,4600
530333,2,6,4400
530333,2,12,5600
530333,4,47,5700
530333,2,29,5700
530333,3,2,5900
530333,3,49,5900
530333,4,43,6200
530333,4,12,4900
530333,2,37,4900
530333,2,27,4900
530333,2,36,5000
530333,3,14,5100
530333,3,11,5100
530333,4,14,5300
530333,3,21,5400
530601,1,1,1000
530601,1,9,1100
530601,1,9,1100
530601,2,23,5000
530601,2,26,5200
530601,2,43,5600
530601,2,7,5800
531580,2,24,4000
531580,3,22,4800
531580,2,27,5000
531580,3,7,4200
531580,3,6,4200
531580,2,10,4200
531580,2,33,4400
531580,2,27,4400
531580,2,25,4500
531580,2,23,4500
531580,3,10,4800
53202357,2,11,6600
53202357,3,5,6900
53202357,3,8,6900
53202357,2,16,7200
53202357,4,31,7300
53202357,3,42,7400
53202357,3,19,7400
53202357,4,31,7900
532493,2,6,5600
532493,2,52,5600
532493,3,44,5900
532502,2,18,4800
532502,3,3,5900
532502,3,51,5900
532502,2,25,6400
535389,2,11,4100
535506,2,7,4400
535506,2,7,4400
535506,2,5,4700
535506,3,49,5800
536497,3,44,3700
537101,2,47,6800
537101,3,47,7100
537278,2,27,4300
537623,2,8,4700
537623,2,7,4900
537623,2,13,5300
537623,3,48,5500
537623,3,35,5500
537623,4,3,5700
538365,2,49,8400
538365,2,6,8400
538365,2,38,8400
538365,2,54,8400
538365,3,45,8800
538600,2,8,2000
538930,2,1,4800
538930,2,38,4800
538930,3,34,5000
538959,2,44,4500
538959,2,13,5000
538959,2,5,5100
538959,2,26,5100
538959,2,20,5100
538959,2,11,5100
538959,3,10,5300
538959,3,41,5400
539977,3,3,7600
539977,2,4,9000
539977,3,12,9300
539977,3,46,9400
539977,3,55,9400
539977,3,53,9400
540019,1,8,300
540019,2,22,1600
540019,2,29,1800
54830137,2,41,7200
54830137,2,6,8900
54830137,2,23,8900
54830137,2,2,8900
54830137,4,41,9000
54830137,3,9,9100
54830137,4,6,9600
54830137,3,48,7300
54830137,3,27,7600
54830137,4,14,7900
54830137,2,39,8300
54830137,2,7,8300
54830137,2,2,8300
54830137,3,40,8500
54830137,3,30,8700
555523,2,52,6500
555523,2,4,7100
555523,2,7,7100
555523,2,2,7100
555523,2,55,7200
555523,3,43,7400
555523,3,2,7500
555523,2,34,6600
555523,2,45,6600
555523,2,27,6700
555523,2,19,6700
555523,2,7,6700
555523,2,11,6700
555523,2,17,6700
555523,3,40,7100
568043,2,48,3700
568043,2,22,4900
568043,2,40,4900
568043,2,17,4900
568043,2,36,4900
568043,2,44,5200
568043,3,41,5400
568043,2,7,3800
568043,2,22,4000
568043,3,26,4300
568043,2,12,4400
568043,2,17,4400
568043,2,3,4900
568043,2,3,4900
568043,2,15,4900
56836932,2,4,12500
56836932,2,26,13000
56836932,3,18,13100
56836932,3,29,13100
56836932,3,6,13100
56836932,3,7,13100
56836932,3,18,13100
56836932,2,21,12500
56836932,2,35,12500
56836932,2,17,12500
56836932,2,35,12500
56836932,2,12,12500
56836932,2,33,12600
56836932,2,18,12600
56836932,2,4,12600
56869061,2,7,8900
56869061,4,50,10800
56869061,2,5,9000
56869061,2,26,9200
56869061,2,9,9200
56869061,2,6,9200
56869061,2,3,10000
56869061,3,24,10400
56869061,3,7,10400
56869061,3,1,10400
5848477,3,13,6500
5848477,3,19,7500
5848477,3,21,7500
5848477,3,29,7500
5848477,3,1,7500
5848477,4,4,7800
5848477,4,11,7800
5848477,2,28,7000
5848477,2,27,7100
5848477,3,6,7300
5848477,3,1,7300
5848477,3,27,7300
5848477,3,24,7300
5848477,3,7,7300
5848477,3,29,7500
585850,2,19,4500
585850,2,8,4700
585850,3,28,4900
585850,3,15,4900
585850,2,40,4900
585850,4,24,5200
585850,4,36,5500
585850,2,10,4500
585850,2,30,4600
585850,2,16,4700
585850,2,7,4700
585850,2,5,4700
585850,2,12,4700
585850,2,42,4700
585850,2,38,4700
58778,2,27,6600
58778,2,50,8000
58778,2,10,8100
58778,2,18,8100
58778,2,8,8100
58778,2,31,8100
58778,2,26,8100
58778,2,50,8400
59182114,2,50,7100
59182114,3,15,7500
59182114,3,9,7600
59182114,3,34,7600
59182114,3,33,7600
59182114,3,1,7600
59182114,4,43,8000
59182114,2,48,7100
59182114,2,48,7200
59182114,2,17,7200
59182114,2,1,7200
59182114,2,7,7300
59182114,3,52,7500
59182114,3,15,7500
59182114,3,27,7500
596539,2,20,5100
596539,2,5,6000
596539,2,34,6100
596539,3,6,6300
596539,3,32,6500
596539,3,26,6500
596539,3,32,6500
596539,2,21,5200
596539,2,3,5200
596539,2,47,5200
596539,2,7,5200
596539,2,47,5200
596539,2,10,5200
596539,2,10,5200
596539,3,48,5400
61106591,1,15,1500
61106591,4,1,10700
61106591,4,37,11300
61106591,2,1,8400
61106591,2,2,9400
61106591,2,25,9600
61106591,3,5,10100
61106591,3,39,10100
61106591,3,1,10100
61106591,2,8,10400
61106591,4,20,10500
6112665,2,13,4600
6112665,3,37,5300
6112665,2,38,5400
6112665,2,7,5400
6112665,4,2,5600
6112665,3,33,5600
6112665,2,22,5600
6112665,2,7,4600
6112665,2,26,4600
6112665,3,1,4800
6112665,3,46,4800
6112665,2,8,4800
6112665,2,9,4800
6112665,4,44,5100
6112665,4,44,5100
613093,2,40,6300
613093,2,51,7100
613093,3,34,7300
613093,3,14,7400
613093,3,30,7400
613093,4,54,7600
613093,4,44,7700
613093,2,21,6300
613093,2,16,6400
613093,2,42,6400
613093,2,53,6400
613093,2,41,6400
613093,2,7,6400
613093,4,12,7100
613093,2,47,7100
621284,2,1,6800
621284,3,14,7100
621284,3,10,7200
621284,3,53,7300
621284,3,40,7300
621284,3,4,7300
621284,3,15,7300
621284,2,13,6900
621284,2,32,6900
621284,2,20,6900
621284,2,38,6900
621284,2,1,6900
621284,2,40,6900
621284,2,38,6900
621284,2,9,6900
6220555,2,13,8500
6220555,3,25,8900
6220555,2,24,9000
6220555,2,39,9000
6220555,2,1,9000
6220555,4,6,9400
6220555,3,10,9400
6220555,2,16,8500
6220555,2,16,8500
6220555,2,11,8700
6220555,3,51,8900
6220555,3,3,8900
6220555,3,3,8900
6220555,3,1,8900
6220555,3,28,8900
634346,2,27,5600
634346,2,23,5600
634346,2,11,5600
634346,2,34,5600
634346,2,7,5600
634346,3,28,5800
634346,3,16,5800
634346,2,35,5600
634346,2,16,5600
634346,2,46,5600
634346,2,40,5600
634346,2,22,5600
634346,2,13,5600
634346,2,53,5600
634346,2,11,5600
646763,3,41,4200
646763,2,30,4800
646763,2,12,4800
646763,3,42,5000
646763,3,49,5000
646763,3,33,5000
646763,4,35,5200
646763,2,52,4200
646763,2,8,4200
646763,2,17,4200
646763,2,12,4400
646763,3,9,4700
646763,2,44,4800
646763,2,31,4800
646763,2,44,4800
64689375,2,20,6600
64689375,3,14,7300
64689375,3,25,7300
64689375,3,34,7300
64689375,4,5,7600
64689375,4,20,7600
64689375,4,7,7600
64689375,2,23,6600
64689375,2,4,6600
64689375,3,7,6900
64689375,2,12,7000
64689375,4,17,7300
64689375,4,35,7300
64689375,3,43,7300
64689375,3,23,7300
6477849,2,5,6100
6477849,3,44,7000
6477849,3,9,7100
6477849,2,33,6100
6477849,2,13,6100
6477849,2,6,6700
6477849,2,32,6700
6477849,2,26,6700
6477849,2,1,6700
6477849,2,51,6700
6477849,2,38,6700
65650232,3,32,4500
65650232,3,54,4900
65650232,3,11,5000
65650232,4,45,5100
65650232,4,17,5100
65650232,4,31,5200
65650232,3,18,4500
65650232,3,43,4500
65650232,3,4,4500
65650232,3,2,4600
65650232,3,4,4600
65650232,2,19,4700
65650232,3,19,4900
65650232,3,50,4900
667883,2,3,4000
667883,2,39,4900
667883,2,10,5200
667883,2,31,5200
667883,2,4,5300
667883,3,30,5400
667883,3,50,5500
667883,3,52,4200
667883,3,5,4500
667883,2,14,4700
667883,4,29,4800
667883,3,12,4900
667883,2,36,4900
667883,2,33,4900
667883,2,5,4900
67167561,2,27,7800
67167561,3,3,8200
67167561,3,3,8200
67167561,3,12,8200
67167561,3,5,8200
67167561,3,47,8200
67167561,3,46,8200
67167561,2,7,7800
67167561,2,1,7800
67167561,2,11,7900
67167561,3,23,8000
67167561,3,13,8000
67167561,2,15,8000
67167561,3,7,8200
67167561,3,29,8200
6771191,2,54,6000
6771191,3,10,6300
6771191,3,2,6500
6771191,3,1,6500
6771191,3,1,6500
6771191,3,8,7100
6771191,4,5,7700
6771191,2,9,6000
6771191,2,23,6200
6771191,2,22,6200
6771191,2,33,6200
6771191,2,50,6200
6771191,2,28,6200
6771191,2,54,6200
6771191,3,51,6300
67771290,2,44,7000
67771290,3,8,7500
67771290,3,14,7500
67771290,3,11,7500
67771290,3,14,7500
67771290,2,20,7500
67771290,4,7,7900
67771290,2,2,7100
67771290,2,13,7100
67771290,2,1,7100
67771290,2,15,7100
67771290,2,22,7100
67771290,2,6,7100
67771290,3,14,7500
67771290,3,20,7500
6801485,2,32,7600
6801485,3,6,8100
6801485,3,32,8100
6801485,3,28,8400
6801485,3,47,8400
6801485,2,44,8400
6801485,4,16,8600
6801485,2,39,7700
6801485,2,11,7700
6801485,2,7,7700
6801485,2,31,7700
6801485,2,21,7700
6801485,3,47,8100
6801485,3,23,8100
6801485,3,7,8100
68779080,2,15,6700
68779080,2,45,7300
68779080,4,34,7500
68779080,4,30,7500
68779080,3,39,7600
68779080,3,11,7600
68779080,2,15,8300
68779080,2,1,6800
68779080,2,1,6800
68779080,2,15,6800
68779080,3,12,7200
68779080,2,51,7300
68779080,2,3,7300
68779080,2,36,7300
68779080,2,50,7300
68953993,2,54,8800
68953993,3,49,10100
68953993,3,14,10100
68953993,2,30,10100
68953993,2,54,10100
68953993,3,7,10300
68953993,3,44,13000
68953993,2,7,8800
68953993,2,12,9400
68953993,2,48,9400
68953993,3,14,9500
68953993,2,39,9500
68953993,2,1,9600
68953993,3,24,10000
68953993,3,41,10100
68954977,2,29,5400
68954977,4,36,6200
68954977,4,42,6300
68954977,4,21,6300
68954977,4,16,6300
68954977,4,3,6300
68954977,4,3,6300
68954977,3,12,5700
68954977,3,6,5700
68954977,2,26,5800
68954977,3,16,6000
68954977,3,5,6000
68954977,3,34,6000
68954977,3,14,6000
68954977,3,21,6000
6923199,4,1,4600
6923199,3,9,4600
6923199,3,1,5000
6923199,3,54,5000
6923199,3,35,5000
6923199,2,39,5200
6923199,3,8,5300
6923199,3,25,5400
6923199,3,12,5400
69702625,2,35,12200
69702625,3,21,13800
69702625,3,24,13800
69702625,3,50,13800
69702625,3,7,13800
69702625,3,29,13800
69702625,3,1,13800
69702625,3,34,12900
69702625,3,14,12900
69702625,3,34,12900
69702625,3,6,12900
69702625,2,26,13200
69702625,2,24,13200
69702625,2,21,13200
69702625,2,39,13200
70301426,4,25,9600
7037132,1,8,800
7037132,2,41,3600
7037132,2,22,3700
7037132,3,29,3800
7037132,3,22,3800
7037132,3,27,3800
7037132,4,39,4000
7037132,2,7,4100
7037132,2,13,4100
70897237,2,29,9900
70897237,3,45,10800
70897237,3,8,10900
70897237,3,5,11000
70897237,3,23,11000
70897237,4,44,11300
70897237,4,8,11500
70897237,2,26,10000
70897237,2,52,10200
70897237,2,3,10200
70897237,2,34,10200
70897237,3,21,10600
70897237,3,26,10800
70897237,3,52,10800
70897237,3,41,10800
70924795,2,19,7000
70924795,3,21,7700
70924795,3,18,7700
70924795,3,48,7900
70924795,3,12,7900
70924795,4,17,8100
70924795,4,14,8200
70924795,2,53,7200
70924795,2,22,7300
70924795,2,1,7300
70924795,2,11,7400
70924795,3,35,7500
70924795,3,9,7600
70924795,3,12,7700
70924795,3,34,7700
7127446,2,6,6100
7127446,3,13,6900
7127446,3,30,7000
7127446,3,12,7000
7127446,4,20,7100
7127446,4,5,7200
7127446,4,44,7300
7127446,2,13,6400
7127446,2,2,6500
7127446,2,29,6600
7127446,2,17,6600
7127446,2,21,6600
7127446,2,19,6700
7127446,2,26,6700
7127446,2,23,6700
71509855,3,36,15400
71568,2,52,4000
71568,3,47,5300
71568,4,49,5600
71568,2,44,5100
71568,2,50,5100
71568,2,30,5100
71568,2,36,5100
71568,2,36,5100
71568,2,20,5100
71568,2,52,5100
71568,2,21,5100
71728870,3,13,5700
71728870,4,36,6200
71728870,4,23,6500
71728870,3,42,5700
71728870,3,32,5800
71728870,4,1,5900
71728870,4,30,6000
71728870,4,6,6000
71728870,4,23,6000
71728870,3,2,6000
71728870,4,29,6200
72138138,2,22,6600
72138138,2,50,7900
72138138,3,54,8200
72138138,3,18,8200
72138138,2,22,8300
72138138,3,15,8700
72138138,3,31,8700
72138138,2,48,6800
72138138,2,12,7200
72138138,3,12,7300
72138138,3,18,7400
72138138,2,28,7400
72138138,2,52,7500
72138138,3,50,7600
72138138,3,17,7800
72185,3,8,3000
72185,2,24,3500
72185,2,1,3500
72185,2,40,3500
72185,2,46,3500
72185,3,14,3700
72185,3,14,4000
72185,2,12,3000
72185,2,30,3000
72185,2,2,3000
72185,3,23,3200
72185,3,22,3200
72185,2,41,3200
72185,3,25,3400
72185,3,55,3500
73516853,4,23,10400
7368014,1,18,1500
7368014,1,41,1500
7368014,2,47,7400
7368014,2,19,7400
7368014,2,29,7700
74641923,2,12,14700
74920319,2,12,12100
74920319,3,17,13100
74920319,3,16,13100
74920319,2,7,13100
74920319,4,31,13600
74920319,4,4,13600
74920319,4,50,13600
74920319,2,16,12100
74920319,2,4,12500
74920319,2,51,12500
74920319,2,11,12500
74920319,2,33,12500
74920319,3,26,13100
74920319,3,25,13100
74920319,3,26,13100
74920423,2,29,12100
74920582,3,9,6400
74920582,3,11,6900
74920582,3,36,7000
74920582,4,47,7200
74920582,4,27,7300
74920582,4,36,7300
74920582,4,41,7300
74920582,2,3,6600
74920582,2,7,6600
74920582,2,9,6600
74920582,2,3,6600
74920582,2,5,6700
74920582,3,7,6800
74920582,3,40,6900
74920582,3,5,6900
74920686,2,23,8600
74920686,3,8,9100
74920686,3,14,9100
74920686,3,9,9300
74920686,3,48,9300
74920686,4,45,9500
74920686,4,14,9500
74920686,2,29,8600
74920686,2,51,8600
74920686,2,26,8600
74920686,2,16,8700
74920686,2,7,8900
74920686,2,47,8900
74920686,3,18,9000
74920686,3,47,9000
74920693,2,11,4500
74920693,4,34,5300
74920693,4,9,5300
74920693,4,19,5300
74920693,4,48,5300
74920693,4,45,5400
74920693,4,54,5400
74920693,3,6,4800
74920693,3,6,4800
74920693,2,42,4900
74920693,2,33,4900
74920693,2,43,4900
74920693,3,13,5100
74920693,3,17,5200
74920693,4,28,5300
74920747,2,21,6600
74920747,3,54,6900
74920747,3,31,7000
74920747,3,31,7000
74920747,4,24,7200
74920747,4,42,7300
74920747,4,33,7300
74920747,2,12,6600
74920747,2,6,6600
74920747,2,2,6600
74920747,2,7,6600
74920747,2,6,6600
74920747,2,33,6700
74920747,3,26,6900
74920747,3,9,6900
74920768,2,15,5900
74920768,3,8,6500
74920768,2,54,6600
74920768,2,26,6600
74920768,2,3,6600
74920768,3,20,6900
74920768,3,52,6900
74920768,2,35,6100
74920768,2,6,6100
74920768,2,36,6100
74920768,2,7,6300
74920768,2,4,6300
74920768,3,49,6400
74920768,3,4,6400
74920768,2,41,6400
74920905,4,8,7500
74920905,3,12,7900
74920905,4,31,8200
74920905,2,44,7600
74920905,2,25,7600
74920905,2,55,7600
74920905,2,9,7600
74920905,3,3,7900
74920905,3,52,7900
74920905,3,46,7900
74920905,3,35,7900
7507678,2,6,5300
7507678,3,40,5600
7507678,3,11,5600
7507678,3,34,5600
7507678,4,1,5800
7507678,4,26,5800
7507678,4,1,5800
7507678,2,40,5300
7507678,2,21,5300
7507678,2,26,5300
7507678,3,10,5600
7507678,3,21,5600
7507678,3,16,5600
7507678,3,40,5600
7507678,3,14,5600
75183386,3,16,6500
75183386,3,35,7200
75183386,3,3,7200
75183386,3,10,7200
75183386,3,41,7200
75183386,3,52,7200
75183386,3,53,7300
75183386,2,41,6900
75183386,2,28,6900
75183386,2,5,6900
75183386,2,12,6900
75183386,2,18,6900
75183386,2,30,6900
75183386,3,28,7200
75183386,3,18,7200
75366580,2,22,8200
75366580,3,10,9100
75366580,3,13,9100
75366580,3,13,9100
75366580,3,3,9100
75366580,3,34,9100
75366580,4,24,9500
75366580,2,8,8800
75366580,2,9,8800
75366580,2,9,8800
75366580,3,40,9100
75366580,3,14,9100
75366580,3,7,9100
75366580,3,48,9100
75366580,3,22,9100
75932514,1,17,1500
75932514,4,26,7700
75932514,4,42,7700
75932514,4,12,8100
75932514,3,39,8300
75932514,3,4,8300
75932514,4,47,8700
75932514,1,9,1500
75932514,2,20,7000
75932514,2,22,7300
75932514,3,31,7400
75932514,3,25,7400
75932514,3,22,7400
75932514,3,3,7400
75932514,3,43,7600
75932687,2,1,6500
75932687,3,53,7500
75932687,3,32,7500
75932687,3,8,7800
75932687,2,13,7800
75932687,2,37,8200
75932687,3,1,8700
75932687,2,22,6700
75932687,2,26,6700
75932687,3,1,6900
75932687,3,29,7100
75932687,3,55,7100
75932687,4,11,7400
75932687,3,17,7400
75932687,3,21,7500
76098938,2,14,6900
76098938,4,16,7400
76098938,4,46,7400
7614646,2,30,11600
7614646,4,13,13100
7614646,3,40,13100
7614646,3,39,13100
7614646,3,25,13100
7614646,3,15,13100
7614646,4,53,13600
7614646,2,12,11800
7614646,2,6,11800
7614646,3,34,12200
7614646,3,42,12200
7614646,2,1,12400
7614646,2,8,12600
7614646,4,47,12900
7614646,4,8,12900
7626007,3,21,7100
76536035,2,31,7000
76536035,3,4,7700
76536035,3,23,7700
76536035,4,2,7900
76536035,4,35,8000
76536035,4,6,8300
76536035,4,5,8300
76536035,2,1,7000
76536035,2,31,7100
76536035,2,19,7200
76536035,2,4,7200
76536035,3,23,7500
76536035,3,10,7600
76536035,3,17,7600
